venue.id,name,Address,city,state,postalCode,lat,lng,Price,Rating
597d01202e268057bc8aa4e1,Taj Indian Cuisine,1879 Black Rock Tpke,Fairfield,CT,6825,41.1798726,-73.2478871,Moderate,
4b49437af964a520d76b26e3,Sweet Basil,284 Black Rock Tpke,Fairfield,CT,6825,41.16404121,-73.23298202,Moderate,
58e365b90e0a1e1b3cb16259,Tasty Halal,988 State St,Bridgeport,CT,6605,41.17265789,-73.20295841,Moderate,
4b469ab0f964a520572526e3,Bangalore Restaurant & Bar,1342 Kings Highway Cutoff,Fairfield,CT,6824,41.14911644,-73.24588507,Moderate,6.6
4ee7cfe3e300898eefd50e81,Talha Restaurant/ International Halal Food,,,Connecticut,6606,41.20567853,-73.22145404,Moderate,
5d5df540ab9ab00008d545e8,Zaffran,1055 Huntington Tpke,Bridgeport,CT,6610,41.222347,-73.168922,Moderate,
4b40d923f964a52024bc25e3,Bonani Indian Kitchen,2090 Black Rock Tpke,Fairfield,CT,6825,41.18152509,-73.2510398,Moderate,
58487257f9edc55a24e7b25b,Ami's Chaatwala,2985 Fairfield Ave,Bridgeport,CT,6605,41.156,-73.22849,Moderate,
5120aa0fe4b0b8daedd6422b,pnk indian Muslim Food,Blk 55,Fairfield,CT,6824,41.14200592,-73.2589035,Moderate,
5207cbac11d263e52f2eb781,Tikkaway Grill,135 Orange St,New Haven,CT,6510,41.30560503,-72.92403813,Cheap,8.6
4b05867bf964a520a86322e3,Tandoor,1226 Chapel St,New Haven,CT,6511,41.3092461,-72.93548119,Moderate,8.7
4ba7992ff964a520f3a039e3,Sitar Indian Restaurant,45 Grove St,New Haven,CT,6511,41.30993762,-72.92104648,Moderate,7.8
5c992276bcbf7a002caf3a81,Sherkaan Indian Street Food,65 Broadway,New Haven,CT,6511,41.3119917,-72.9306692,Moderate,8
4b05867bf964a520a36322e3,Consiglio's Restaurant,165 Wooster St,New Haven,CT,6511,41.30294345,-72.91715017,Moderate,7.9
4b05867af964a520946322e3,Adrianas Restaurant,771 Grand Ave,New Haven,CT,6511,41.30828106,-72.91510818,Moderate,8.7
4d0011f6ffcea1432c1b2b91,Brazi's Italian Restaurant,201 Food Terminal Plz,New Haven,CT,6511,41.29355245,-72.92120151,Expensive,7.2
4b9e6fc0f964a520a5e336e3,Yale New Haven Food Carts,Cedar St.,New Haven,CT,6520,41.3029892,-72.9341326,Cheap,8.5
4b05867af964a520926322e3,Tre Scalini Ristorante,100 Wooster St,New Haven,CT,6511,41.30257354,-72.91482352,Expensive,7.6
4abbb7ddf964a5208f8420e3,Coromandel Cuisine of India,68 Broad St,Stamford,CT,6901,41.05555263,-73.54043365,Moderate,8
4bbd01d3593fef3b11ef0256,Navaratna,133 Atlantic St,Stamford,CT,6901,41.05340239,-73.5394449,Moderate,7.6
589f6abd92789f6a81075c90,Chutni Biryani & Noodle Bar,211 Main St,Stamford,CT,6901,41.0529,-73.54179,Moderate,7.6
535b0a4d498e1db61f999046,Tangra Biryani Point,498 Glenbrook Rd,Stamford,CT,6906,41.070254,-73.520566,Moderate,6.9
53d19c6c498e565806c2d4b1,Kati 'n' More,80 Atlantic St,Stamford,CT,6901,41.05405111,-73.53934829,Moderate,6.9
4ac38b2ff964a520bb9b20e3,Tawa Indian Cuisine,487 Glenbrook Road,Stamford,CT,6906,41.070084,-73.520074,Expensive,6.8
5cc2bcff4c9be6002c84b3bd,Dhabewala Indian Shack,13 High Ridge Rd,Stamford,CT,6905,41.072204,-73.548716,Moderate,
4b370132f964a520f63e25e3,Coromandel Cuisine of India,25 Old Kings Hwy N,Darien,CT,6820,41.0781996,-73.4657647,Expensive,7.9
50c77029e4b09076e33114e4,The Mumbai Times,140 E Putnam Ave,Cos Cob,CT,6807,41.0376243,-73.60033742,Moderate,7.8
4b5b77fbf964a520890029e3,Royal Masala Restaurant & Bar,391 Main St,Hartford,CT,6106,41.76087968,-72.67523087,Moderate,6.7
4ca8fd55f47ea1435ee77a21,Cosmos International Imported Foods,770 Farmington Ave,West Hartford,CT,6119,41.76512145,-72.72561248,,7.9
585f2a8e102f476eda39f401,India,54 Memorial Rd,West Hartford,CT,6107,41.759689,-72.739555,Moderate,7.3
4bb290ea35f0c9b6c57abb83,Taste Of India,139 S Main St,West Hartford,CT,6107,41.75256998,-72.7439617,Moderate,7.1
5d38b28d34b80800084046cc,Spice Venue,81 Asylum St,Hartford,CT,6103,41.766583,-72.674922,Moderate,
59cd7c1e1acf1150efbfadfa,dhaba wala,49 Asylum St,Hartford,CT,6103,41.766583,-72.674922,Moderate,
4f32041c19833175d609fa17,McGregor's Jamaican Restaurant,304 Albany Ave,Hartford,CT,6120,41.776891,-72.681676,Moderate,
5c32c6852619ee002cb914d0,Hfc Chicken And Pizza,271 Farmington Ave,Hartford,CT,6105,41.767345,-72.697716,,
4e94d10bb634aae40aba262e,Nirvana Indian Cuisine,280 Park Rd,West Hartford,CT,6119,41.7569313,-72.72696686,Moderate,
5a6927c1a423627235c97581,Muyuri Indian Bistro,1249 W Main St Ste 10,Waterbury,CT,6708,41.551608,-73.063149,Moderate,
4db0c4e40437a93f7f7afda5,Shahi Zaika,102 Store Ave,Waterbury,CT,6705,41.55239822,-73.00983629,Moderate,
4c16aa216470a593bc2e57d2,Namaste India,151 Queen St,Southington,CT,6489,41.62086475,-72.87302812,Moderate,7.4
4f7b6ddf003940840da58682,Tabaq Masala Restaurant & Banquet Hall,1843 N Broad St,Meriden,CT,6450,41.56730345,-72.77274754,Moderate,8.1
53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473,41.419377,-72.841097,Moderate,7.1
4d32266d72a8b1f708719bd0,Cumin India,262 Skiff St,Hamden,CT,6517,41.37126068,-72.90644501,Moderate,7
4b05867bf964a520a86322e3,Tandoor,1226 Chapel St,New Haven,CT,6511,41.3092461,-72.93548119,Moderate,8.7
4df243bd52b100c2d7f5d3f9,Kerala Cookhouse,198 W Main St,Plainville,CT,6062,41.66944885,-72.88011169,Moderate,
4e3b2d97fa764553759a34e1,Saffron Indian Cuisine,333 Westport Ave,Norwalk,CT,,41.12569676,-73.39334141,Moderate,7.4
4baa3f12f964a52055573ae3,Veda - Indian Cuisine,388 Westport Ave,Norwalk,CT,6851,41.1256991,-73.39050565,,
4e0a859962846ae661cdfa52,Paradise Biryani Pointe,280 Connecticut Ave,Norwalk,CT,6854,41.10270319,-73.43596452,,
4d9cc2fca695721e4c6e020d,Patel Brothers,330 Connecticut Ave,Norwalk,CT,6854,41.10301936,-73.43685748,,
4d39e32917312c0fc97029f2,The Mumbai Times,616 Post Rd E,Westport,CT,6880,41.13845827,-73.34421745,,
4e2975bc922edde96620adf8,Mumbai Rasoi,430 Main Ave,Norwalk,CT,6851,41.14800443,-73.42607671,,
4ba8f0cef964a52018fc39e3,Bonani Indian Kitchen,115 New Canaan Ave,Norwalk,CT,6850,41.127357,-73.434479,,
4f973acbe4b08e75f37a16bd,Papadum,5 Bridge Sq,Westport,CT,6880,41.12231064,-73.37024689,,
4b9e768ff964a52010e636e3,Royal Guard Fish & Chips,389 Main St,Danbury,CT,6810,41.40169834,-73.45863363,,
5230b57f2fc6eb59304a0e8b,Bombay Express,5 Padanaram Rd,Danbury,CT,6811,41.41447317,-73.45861699,,
4cdf340bf8a4a143c8d6dcbc,Kabab Grill,35 White St,Danbury,CT,6810,41.39766,-73.45194,,
578526fd498eeb0fc6c0daa1,Zaytuna,,Danbury,CT,,41.402106,-73.458686,,
544e7a6f498e3d74849ee4fe,Fiza - Bangladeshi - Indian Cuisine,,Danbury,CT,,41.4021582,-73.4586285,,
51952824498e96dc05556673,Kabab & Curry,"35 White St, #4",Danbury,CT,6810,41.397373,-73.451501,,
53c16789498eecb3e8915e5a,MangoTreeFoods,39A Padanaram Rd,Danbury,CT,6811,41.41830444,-73.46360016,,
5c6b14ed2bf29b002d7eca87,Spice Indian Cuisine And Bar,25 Grassy Plain St,Bethel,CT,6801,41.376948,-73.425777,,
4bb7dc3798c7ef3b727d3002,Mysore Palace,54 Pembroke Rd,Danbury,CT,6811,41.44439725,-73.47290365,,
4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110,41.73181511,-72.74301096,,
4f7b6ddf003940840da58682,Tabaq Masala Restaurant & Banquet Hall,1843 N Broad St,Meriden,CT,6450,41.56730345,-72.77274754,,
585f2a8e102f476eda39f401,India,54 Memorial Rd,West Hartford,CT,6107,41.759689,-72.739555,,
582dabef48457f026ef593ba,Himalaya Restaurant,1211 Farmington Ave,Berlin,CT,6037,41.628343,-72.755309,,
4c826443dc018cfacf7bce6c,Roti Boti,2103 N Broad St,Meriden,CT,6450,41.57440175,-72.76935067,,
59e2c442dd844242749b835c,Bhog,,Rocky Hill,CT,6067,41.659478,-72.679157,,
585f2a8e102f476eda39f401,India,54 Memorial Rd,West Hartford,CT,6107,41.759689,-72.739555,,
4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110,41.73181511,-72.74301096,,
4bb290ea35f0c9b6c57abb83,Taste Of India,139 S Main St,West Hartford,CT,6107,41.75256998,-72.7439617,,
4ca8fd55f47ea1435ee77a21,Cosmos International Imported Foods,770 Farmington Ave,West Hartford,CT,6119,41.76512145,-72.72561248,,
4c01a1371747a5935cd85dca,Naatiya,8 Mountain Rd,Bloomfield,CT,,41.83189034,-72.73946132,,
4b5b77fbf964a520890029e3,Royal Masala Restaurant & Bar,391 Main St,Hartford,CT,6106,41.76087968,-72.67523087,,
4ba7bb58f964a52014ae39e3,India Oven,280 Park Rd,West Hartford,CT,6119,41.7569313,-72.72696686,,
4b528c76f964a520e18127e3,Shish Kabab House Of Afganistan,36 Lasalle Rd,West Hartford,CT,6107,41.76038852,-72.74430748,,
58e8d4c5fc73d405a2967336,India Avenue,249 Railroad Ave,Greenwich,CT,6830,41.02168091,-73.63037914,,
50c77029e4b09076e33114e4,The Mumbai Times,140 E Putnam Ave,Cos Cob,CT,6807,41.0376243,-73.60033742,,
484d5465f964a52082501fe3,Tandoori - Taste of India,163 N Main St,Port Chester,NY,10573,41.00361829,-73.66088209,,
4bbd01d3593fef3b11ef0256,Navaratna,133 Atlantic St,Stamford,CT,6901,41.05340239,-73.5394449,,
4abbb7ddf964a5208f8420e3,Coromandel Cuisine of India,68 Broad St,Stamford,CT,6901,41.05555263,-73.54043365,,
589f6abd92789f6a81075c90,Chutni Biryani & Noodle Bar,211 Main St,Stamford,CT,6901,41.0529,-73.54179,,
4b510b03f964a520453f27e3,l'escale restaurant bar,500 Steamboat Rd,Greenwich,CT,6830,41.01823147,-73.62386086,,
4f32b2c419836c91c7f0f798,Houlihan Lawrence - Greenwich Real Estate,2 Sound View Dr,Greenwich,CT,6830,41.02204132,-73.62774658,,
4cfaf26520fe370417fe50f8,Coromandel Cuisine of India,17 Pease Ave,Southport,CT,6890,41.13970074,-73.28736344,,
597d01202e268057bc8aa4e1,Taj Indian Cuisine,1879 Black Rock Tpke,Fairfield,CT,6825,41.1798726,-73.2478871,,
4b469ab0f964a520572526e3,Bangalore Restaurant & Bar,1342 Kings Highway Cutoff,Fairfield,CT,6824,41.14911644,-73.24588507,,
4b49437af964a520d76b26e3,Sweet Basil,284 Black Rock Tpke,Fairfield,CT,6825,41.16404121,-73.23298202,,
4e3b2d97fa764553759a34e1,Saffron Indian Cuisine,333 Westport Ave,Norwalk,CT,,41.12569676,-73.39334141,,
4baa3f12f964a52055573ae3,Veda - Indian Cuisine,388 Westport Ave,Norwalk,CT,6851,41.1256991,-73.39050565,,
5dbe0edf4e7f2800080a79d1,Vedas Indian Cuisine,1757 Post Rd E,Westport,CT,6880,41.1386795,-73.30294037,,
4d32266d72a8b1f708719bd0,Cumin India,262 Skiff St,Hamden,CT,6517,41.37126068,-72.90644501,,
5207cbac11d263e52f2eb781,Tikkaway Grill,135 Orange St,New Haven,CT,6510,41.30560503,-72.92403813,,
53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473,41.419377,-72.841097,,
4ba7992ff964a520f3a039e3,Sitar Indian Restaurant,45 Grove St,New Haven,CT,6511,41.30993762,-72.92104648,,
4c16aa216470a593bc2e57d2,Namaste India,151 Queen St,Southington,CT,6489,41.62086475,-72.87302812,,
4c17bfecd4d9c9284368ee29,Avon Indian Grill,320 W Main St,Avon,CT,6001,41.81471918,-72.85816924,,
4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110,41.73181511,-72.74301096,,
4bbd0f3b593fef3b5f030356,Priya,1860 Silas Deane Hwy,Rocky Hill,CT,6067,41.67602013,-72.64905452,,
4f7b6ddf003940840da58682,Tabaq Masala Restaurant & Banquet Hall,1843 N Broad St,Meriden,CT,6450,41.56730345,-72.77274754,,
4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457,41.52371997,-72.66575946,,
4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457,41.53680663,-72.61688826,,
4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457,41.55888461,-72.64866899,,
4f32b5bb19836c91c7f214d0,Kohinoor Exp Indian Cuisine,2103 N Broad St,Meriden,CT,6450,41.57423401,-72.76904297,,
55416c90498ef69f32ce58ee,Kender's Indian Palace,833 E Center St,Wallingford,CT,6492,41.44763565,-72.80340576,,
4c6820894e429c74958097b6,Indigo Indian Bistro,232 Spencer St,Manchester,CT,6040,41.76607962,-72.57077914,,
4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066,41.85376016,-72.48394298,,
4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074,41.81775,-72.610637,,
4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033,41.71179932,-72.60867607,,
50abfa25e4b087613cdb68ae,Oki Asian Bistro,415 Hartford Tpke,Vernon,CT,6066,41.82929904,-72.48251188,,
5df524fe38428d00085c4968,Paradise Biryani,,Manchester,CT,6042,41.797124,-72.552622,,
542de5ae498e491cef99e78e,Priya Indian Cuisine - Manchester,1141 Tolland Tpke,Manchester,CT,6042,41.7967186,-72.5530014,,
59fbbeaf4c954c21695ae65d,Dharani,,Manchester,CT,6042,41.7978,-72.55214,,
57cb0c59498e411725448f06,Godavari South Indian Restaurant,1250 Burnside Ave,East Hartford,CT,6108,41.783856,-72.58429521,,
4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477,41.27294137,-72.99433907,,
4b05867bf964a520a86322e3,Tandoor,1226 Chapel St,New Haven,CT,6511,41.3092461,-72.93548119,,
5d41888c17cfac00096750ae,Coromandel Cuisine of India,185 Boston Post Rd,Orange,CT,6477,41.27166326,-72.99707895,,
55ef07fd498e39303eab458e,Curry Leaves,157 Cherry St,Milford,CT,6460,41.2276852,-73.04934085,,
4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460,41.22501671,-73.05723854,,
4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477,41.27294137,-72.99433907,,
4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484,41.30466101,-73.07664653,,
5f75dacee5be2f5fddd2a6b0,Royal India Cuisine,329 Old Gate Ln,Milford,CT,6460,41.2351464,-73.02561253,,
5540f51c498e5a60a8557e06,Paradise Indian Cuisine,500 Boston Post Rd,Orange,CT,6477,41.25533168,-73.01518099,,
4d5db537f7d7224b92d62081,Bharat Bazar Indian Supermarket,85 Boston Post Rd,Orange,CT,6477,41.27743913,-72.98925437,,
4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460,41.22501671,-73.05723854,,
58e365b90e0a1e1b3cb16259,Tasty Halal,988 State St,Bridgeport,CT,6605,41.17265789,-73.20295841,,
4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074,41.81775,-72.610637,,
4bf544a2ff90c9b63b225628,Bollywood Grill,2333 Main St,Glastonbury,CT,6033,41.71179932,-72.60867607,,
4b8e68acf964a520472133e3,Taste Of India,216 Broad St,Windsor,CT,6095,41.85175506,-72.64426797,,
4b3e9a69f964a5209a9f25e3,Bombay Olive,450 S Main St,West Hartford,CT,6110,41.73181511,-72.74301096,,
54db9620498ef16e549fed73,Utsav Indian Cuisine - Wethersfield,1115 Silas Deane Hwy,Wethersfield,CT,6109,41.69176593,-72.65723948,,
4b85db43f964a520917631e3,Udupi Bhavan,749 Saybrook Rd,Middletown,CT,6457,41.53680663,-72.61688826,,
4bafdefaf964a520b4273ce3,Tandoor Indian Cousine,170 Main St,Middletown,CT,6457,41.55888461,-72.64866899,,
53d581c5498e67ffa9b1704e,Zaika Indian Cuisine,565 Washington Ave,North Haven,CT,6473,41.419377,-72.841097,,
4b51f6a6f964a520c25d27e3,Haveli India Restaurant,1300 S Main St,Middletown,CT,6457,41.52371997,-72.66575946,,
5ce86407f2554e002ca6f8e9,Zalka Indian Cuisine,565 Washington Ave,North Haven,CT,6473,41.41918182,-72.84107208,,
5327231f498eb79a5602dd07,Punjadi Kadhai,303 Universal Dr N,North Haven,CT,6473,41.3563385,-72.87140656,,
540dea93498e69e16e7564d4,Punjabi Kadhai @Tastee Curritos (Indian Fresh Fast Foods)with Own Made PRALINE'S ICE CREAM,303 Universal Dr N,North Haven,CT,6473,41.3563385,-72.87140656,,
4b58edd1f964a520b17328e3,Pintu's Indian Palace,25 Park Ave,West Springfield,MA,1089,42.10699908,-72.61594408,,
4bc39acf4cdfc9b6b6999721,Panjabi Tadka Indian Restaurant,1688 Main St,Springfield,MA,1103,42.10468625,-72.59448409,,
4b1028baf964a520426a23e3,Utsav Indian Cuisine,575 Talcottville Rd,Vernon,CT,6066,41.85376016,-72.48394298,,
4ce820b58ef78cfaa044989b,Resham Restaurant,577 John Fitch Blvd,South Windsor,CT,6074,41.81775,-72.610637,,
507ae169e4b018ca96ada9cb,Laziz Kitchen & Restaurant,,Windsor Locks,CT,6096,41.92339325,-72.6664505,,
4f327a7e19836c91c7dbbe61,BBQ Masala,5 National Dr,Windsor Locks,CT,6096,41.92339325,-72.6664505,,
5c14439d1af852002c94829c,Delhi to Kathmandu Cuisine,427 White St,Springfield,MA,1108,42.08849362,-72.55015969,,
4c826443dc018cfacf7bce6c,Roti Boti,2103 N Broad St,Meriden,CT,6450,41.57440175,-72.76935067,,
4db0c4e40437a93f7f7afda5,Shahi Zaika,102 Store Ave,Waterbury,CT,6705,41.55239822,-73.00983629,,
5a6927c1a423627235c97581,Muyuri Indian Bistro,1249 W Main St Ste 10,Waterbury,CT,6708,41.551608,-73.063149,,
4d56d4249e508cfad644139b,Cheng's Kitchen,246 Main St.,New Britain,CT,6051,41.66748007,-72.78227831,,
4f6e00eae4b05c9c2b5f6ab1,Baingan Indian Restaurant,94 River Rd,Shelton,CT,6484,41.30466101,-73.07664653,,
4bc2169bb492d13ad9eda660,Star Of India,157 Boston Post Rd,Orange,CT,6477,41.27294137,-72.99433907,,
55ef07fd498e39303eab458e,Curry Leaves,157 Cherry St,Milford,CT,6460,41.2276852,-73.04934085,,
4b4f89ddf964a5208b0a27e3,Kolam - Regional Cuisine of India,316 S Main St,Newtown,CT,6470,41.36092392,-73.26644047,,
4b8f1786f964a520a14833e3,The Corner Restaurant,105 River St,Milford,CT,6460,41.22501671,-73.05723854,,
4ccf6cf86200b1f7fd71ce28,India Raj,477 Main St,Monroe,CT,6468,41.32367275,-73.26742822,,
4bc8fdbdb6c49c74f59f8d91,Bella Fiore Restaurant,559-629 Connecticut 32,Norwich,CT,6360,41.50329456,-72.09292196,,
4ba94536f964a520041a3ae3,Mirch Masala,156 Kings Hwy,Groton,CT,6340,41.36804207,-72.06323797,,
